KD,Kill,Death,Assistant,WinRate,PickRate,AvgScore,FirstBloodRate
1.07,17.0,15.8,3.8,48.6,10.2,237.0,0.1
1.05,15.8,15.0,3.1,48.1,3.1,215.0,0.1
1.01,15.9,15.8,4.4,47.7,1.4,218.0,0.1
0.99,16.2,16.4,4.1,45.9,1.7,227.0,0.1
0.9,13.9,15.4,8.7,45.9,2.9,202.0,0.1
0.91,13.5,14.8,7.0,50.7,12.6,189.0,0.1
0.94,14.2,15.2,7.2,50.7,2.8,201.0,0.1
0.99,14.6,14.7,5.6,50.6,10.4,204.0,0.2
1.14,17.9,15.7,4.3,49.9,13.5,251.0,0.1
0.95,14.2,15.0,7.0,49.7,2.7,202.0,0.1
0.97,14.3,14.7,5.3,49.7,8.0,201.0,0.1
1.09,17.4,16.0,3.8,49.6,11.1,244.0,0.1
0.99,16.1,16.4,4.1,49.4,1.8,228.0,0.1
0.93,14.2,15.2,6.2,49.2,3.8,199.0,0.1
0.98,14.1,14.4,3.9,49.2,5.1,200.0,0.2
1.02,15.4,15.1,5.2,49.0,0.6,209.0,0.1
1.08,16.7,15.4,4.3,48.5,2.8,235.0,0.1
1.04,16.5,15.9,4.7,48.4,7.0,239.0,0.1
1.08,16.1,14.9,3.1,48.1,3.4,220.0,0.1
0.98,15.2,15.5,5.7,48.1,5.3,212.0,0.1
0.92,14.3,15.5,8.7,47.2,3.9,206.0,0.1
0.92,14.4,15.7,6.1,46.9,1.2,201.0,0.1
0.96,14.2,14.7,4.4,46.6,2.0,196.0,0.1
0.98,15.5,15.7,4.1,46.3,1.4,216.0,0.1
0.9,13.8,15.3,5.8,45.0,0.8,194.0,0.1
0.92,13.4,14.6,6.9,51.1,9.3,188.0,0.1
0.99,14.5,14.7,8.2,51.0,8.4,207.0,0.1
0.99,14.1,14.2,4.2,50.9,6.4,201.0,0.2
1.06,16.5,15.6,4.9,50.8,6.7,239.0,0.1
1.11,16.9,15.1,4.6,50.6,3.2,239.0,0.1
1.16,17.9,15.4,4.5,50.3,12.9,251.0,0.1
0.94,14.0,14.9,6.2,49.7,4.8,198.0,0.1
0.97,14.2,14.6,5.6,49.6,4.9,201.0,0.2
0.93,13.9,15.0,7.2,49.6,3.2,197.0,0.1
0.94,14.3,15.2,6.5,49.2,7.6,202.0,0.1
1.09,17.1,15.7,3.8,49.2,9.2,240.0,0.1
0.98,14.2,14.5,4.8,48.6,4.3,198.0,0.1
1.03,16.5,16.0,4.3,48.6,3.2,234.0,0.1
1.07,15.9,14.9,3.1,48.5,3.2,217.0,0.1
0.96,14.3,14.9,5.4,48.5,2.2,204.0,0.1
0.97,14.7,15.1,6.4,48.0,3.9,205.0,0.1
1.01,14.8,14.6,6.0,47.2,1.2,206.0,0.1
0.91,14.0,15.3,8.6,46.9,3.0,203.0,0.1
0.99,15.4,15.5,4.4,46.2,1.4,216.0,0.1
0.89,13.6,15.3,5.7,42.8,0.9,191.0,0.1
0.96,14.2,14.8,8.1,51.2,4.5,204.0,0.1
0.99,14.0,14.2,4.2,50.9,4.3,200.0,0.2
1.16,18.1,15.6,4.7,50.3,13.3,253.0,0.1
1.12,17.2,15.4,4.8,50.0,4.3,244.0,0.1
0.9,13.3,14.7,7.1,49.9,10.5,187.0,0.1
0.94,14.2,15.1,7.6,49.7,3.6,200.0,0.1
1.06,16.6,15.7,4.9,49.6,5.9,242.0,0.1
0.98,14.3,14.7,5.9,49.4,6.9,203.0,0.2
0.94,14.5,15.5,6.4,49.3,1.7,205.0,0.1
0.94,14.2,15.0,6.4,49.3,8.1,200.0,0.1
1.03,15.0,14.5,6.2,49.1,2.7,207.0,0.2
0.99,14.3,14.5,4.8,48.5,4.9,197.0,0.2
0.98,14.6,14.8,5.5,48.4,3.1,206.0,0.1
1.08,17.0,15.8,3.9,48.2,9.3,238.0,0.1
1.07,15.8,14.7,3.1,48.0,3.7,216.0,0.1
1.01,15.8,15.6,4.4,47.6,1.6,219.0,0.1
0.89,13.6,15.2,6.0,46.7,1.7,191.0,0.1
0.91,14.0,15.4,8.4,46.6,3.4,204.0,0.1
0.95,14.6,15.3,6.3,46.5,3.9,205.0,0.1
0.98,16.0,16.3,4.3,46.1,2.3,229.0,0.1
0.97,14.4,14.9,8.4,51.1,5.6,206.0,0.1
0.93,13.7,14.8,7.1,50.6,10.4,191.0,0.1
1.0,14.3,14.3,4.0,50.5,6.0,202.0,0.2
1.11,17.2,15.5,4.7,50.3,3.6,242.0,0.1
1.15,18.0,15.6,4.5,50.3,13.0,250.0,0.1
0.95,14.3,15.1,7.5,50.1,3.4,201.0,0.1
1.05,16.6,15.8,4.9,49.8,7.3,241.0,0.1
0.99,14.6,14.7,5.7,49.7,4.8,204.0,0.2
1.04,15.1,14.6,6.4,49.6,1.8,208.0,0.1
0.95,14.4,15.1,6.3,49.3,5.1,201.0,0.1
0.99,14.5,14.7,5.5,49.0,4.9,205.0,0.1
1.08,17.3,15.9,3.8,49.0,10.2,241.0,0.1
0.99,14.5,14.6,4.8,48.7,4.2,198.0,0.2
1.01,16.4,16.3,4.3,48.5,1.8,230.0,0.1
0.94,14.5,15.3,6.5,48.4,2.9,203.0,0.1
0.98,15.0,15.3,6.9,48.0,6.5,208.0,0.1
1.07,16.0,15.0,3.1,47.9,3.0,219.0,0.1
1.0,15.7,15.7,4.3,46.9,1.3,218.0,0.1
0.92,14.3,15.6,8.7,45.6,3.3,205.0,0.1
0.9,13.9,15.4,5.9,45.4,0.8,193.0,0.1
0.94,14.0,14.9,7.5,51.6,12.3,195.0,0.1
1.15,17.9,15.6,4.5,50.6,12.1,249.0,0.1
1.01,14.5,14.3,4.0,50.5,6.2,204.0,0.2
0.97,14.6,15.0,8.3,50.2,5.2,209.0,0.1
1.04,15.4,14.8,6.5,50.0,2.2,210.0,0.1
1.06,16.8,15.9,5.0,49.9,10.6,244.0,0.1
1.1,17.1,15.5,4.7,49.6,3.0,241.0,0.1
1.0,15.3,15.3,6.8,49.4,8.1,210.0,0.1
0.95,14.5,15.2,7.7,49.3,4.2,202.0,0.1
0.98,14.7,14.9,5.3,48.8,3.1,206.0,0.1
1.01,15.9,15.7,4.4,48.5,1.2,219.0,0.1
1.0,14.7,14.7,4.8,48.5,5.5,200.0,0.2
1.07,17.2,16.1,3.9,48.5,8.7,239.0,0.1
0.95,14.5,15.2,5.9,48.0,4.5,201.0,0.1
0.95,14.6,15.4,6.5,47.9,2.6,204.0,0.1
1.06,16.1,15.2,3.2,47.8,2.3,220.0,0.1
0.92,14.4,15.6,8.6,47.1,3.3,205.0,0.1
0.98,14.6,14.9,5.4,47.0,2.9,204.0,0.1
0.99,16.2,16.4,4.2,46.9,1.4,226.0,0.1
0.89,14.0,15.6,5.8,44.3,0.6,193.0,0.1
0.97,14.4,14.9,9.2,52.0,6.4,206.0,0.1
0.95,14.3,15.0,7.7,51.3,3.0,201.0,0.1
1.1,17.1,15.5,4.8,51.1,3.8,242.0,0.1
1.01,14.3,14.2,4.0,50.3,9.6,201.0,0.2
0.94,13.9,14.8,7.2,50.2,8.4,193.0,0.1
1.13,17.7,15.7,4.6,49.9,13.0,246.0,0.1
1.01,14.7,14.6,5.9,49.4,7.4,208.0,0.2
1.04,15.2,14.7,7.1,49.4,2.0,209.0,0.1
1.04,16.6,15.9,5.2,49.3,6.7,241.0,0.1
1.0,14.4,14.5,5.0,49.1,3.5,197.0,0.2
1.07,17.2,16.0,3.8,48.5,11.2,238.0,0.1
0.95,14.4,15.1,6.5,48.5,4.4,200.0,0.1
1.07,16.2,15.0,3.0,48.4,2.4,220.0,0.1
0.98,14.8,15.2,7.7,48.3,8.8,206.0,0.1
0.98,14.4,14.7,5.6,48.1,1.6,201.0,0.2
0.95,14.7,15.5,6.7,48.0,1.5,205.0,0.1
0.99,16.2,16.4,4.1,47.9,1.2,225.0,0.1
0.99,15.7,15.9,4.4,46.0,1.1,217.0,0.1
0.91,14.2,15.5,8.7,45.2,3.5,203.0,0.1
0.89,13.7,15.4,5.9,43.1,0.5,192.0,0.1
1.11,17.3,15.5,4.7,51.1,4.3,243.0,0.1
0.96,14.3,14.9,8.5,50.9,6.1,205.0,0.1
0.98,14.2,14.4,3.9,50.7,5.2,200.0,0.2
0.95,14.4,15.1,6.5,50.2,4.8,201.0,0.1
1.14,17.9,15.7,4.6,50.1,13.2,250.0,0.1
0.95,14.3,15.1,7.4,50.0,4.0,201.0,0.1
0.93,13.7,14.8,7.0,50.0,10.2,192.0,0.1
1.03,15.1,14.7,6.4,49.9,1.8,206.0,0.2
1.06,16.7,15.8,4.8,49.3,6.3,241.0,0.1
0.99,14.5,14.7,5.5,48.8,5.8,205.0,0.1
0.99,14.5,14.6,4.8,48.8,4.5,199.0,0.2
1.08,17.2,15.9,3.8,48.8,10.8,239.0,0.1
0.94,14.1,15.1,5.8,48.4,0.5,199.0,0.1
0.97,14.4,14.9,5.5,48.4,1.3,201.0,0.2
0.94,14.5,15.4,6.5,48.3,2.4,203.0,0.1
1.0,16.4,16.3,4.1,47.8,1.5,229.0,0.1
0.98,14.9,15.2,7.0,47.7,9.9,207.0,0.1
1.07,16.1,15.0,3.0,47.2,3.1,219.0,0.1
0.99,15.7,15.8,4.4,46.4,1.3,218.0,0.1
0.9,14.2,15.8,9.0,43.5,3.0,204.0,0.1
1.01,14.5,14.4,3.9,51.3,4.9,204.0,0.2
1.0,14.7,14.7,5.6,50.8,10.9,205.0,0.2
0.94,14.2,15.2,7.3,50.5,2.6,200.0,0.1
1.15,18.1,15.7,4.3,50.3,13.5,252.0,0.1
0.92,13.6,14.8,7.0,50.3,12.3,190.0,0.1
1.04,16.5,15.9,4.7,50.0,7.0,239.0,0.1
0.94,14.3,15.1,6.2,49.7,3.9,200.0,0.1
1.1,17.6,16.0,3.8,49.5,11.6,246.0,0.1
1.1,16.9,15.4,4.3,49.4,2.7,238.0,0.1
0.98,14.3,14.7,5.2,49.4,8.5,202.0,0.1
1.01,16.5,16.3,4.2,49.4,1.6,233.0,0.1
1.05,15.5,14.7,5.1,49.2,0.5,212.0,0.1
0.94,14.2,15.1,7.1,48.1,2.6,203.0,0.1
1.07,16.0,14.9,3.0,47.9,3.4,219.0,0.1
0.98,15.2,15.6,5.8,47.1,4.7,212.0,0.1
0.94,14.6,15.6,8.9,46.8,3.9,208.0,0.1
0.98,14.5,14.8,4.4,46.7,2.1,197.0,0.1
0.93,14.6,15.6,6.1,46.4,1.1,203.0,0.1
1.0,15.7,15.7,4.0,46.2,1.4,217.0,0.1
0.9,14.2,15.7,5.7,43.3,0.8,196.0,0.1
0.99,14.5,14.7,8.4,52.0,8.9,207.0,0.1
1.0,14.3,14.3,4.2,50.6,6.2,202.0,0.2
1.06,16.4,15.5,4.8,50.4,6.9,239.0,0.1
0.94,14.2,15.1,7.1,50.4,3.2,199.0,0.1
1.1,17.2,15.7,3.8,49.9,9.3,241.0,0.1
1.11,17.1,15.4,4.6,49.9,3.1,241.0,0.1
0.91,13.4,14.7,6.9,49.7,8.7,188.0,0.1
1.17,18.0,15.4,4.5,49.7,12.8,252.0,0.1
1.02,16.5,16.2,4.4,49.5,3.2,232.0,0.1
0.95,14.4,15.2,6.5,49.3,8.1,202.0,0.1
0.99,14.3,14.6,4.9,49.1,4.5,198.0,0.1
0.98,14.5,14.8,5.6,49.1,4.9,202.0,0.2
1.02,14.9,14.6,6.3,48.7,1.2,205.0,0.2
0.95,14.3,15.0,6.2,48.6,4.9,199.0,0.1
1.07,15.9,15.0,3.1,47.8,3.2,218.0,0.1
0.96,14.6,15.2,6.6,47.4,3.6,204.0,0.1
0.95,14.2,14.9,5.4,47.3,2.1,203.0,0.1
0.91,13.8,15.1,5.7,46.9,0.9,192.0,0.1
1.0,15.4,15.5,4.4,46.5,1.3,216.0,0.1
0.91,14.1,15.5,8.8,45.4,2.9,203.0,0.1
0.92,13.5,14.8,7.1,51.3,10.1,189.0,0.1
0.97,14.4,14.9,8.3,51.1,4.3,206.0,0.1
1.17,18.2,15.5,4.6,51.0,13.4,254.0,0.1
0.96,14.4,15.0,6.4,50.2,8.3,202.0,0.1
0.99,14.5,14.7,5.9,50.1,7.2,204.0,0.2
1.13,17.4,15.5,4.9,50.0,4.5,245.0,0.1
0.99,14.0,14.2,4.1,49.9,4.0,199.0,0.2
1.05,16.6,15.8,4.9,49.7,6.1,241.0,0.1
1.04,15.0,14.4,6.3,49.5,3.0,207.0,0.2
0.94,14.3,15.2,7.7,49.5,3.5,202.0,0.1
0.99,14.3,14.5,4.8,49.3,5.2,197.0,0.1
1.09,17.2,15.8,3.9,48.9,9.7,240.0,0.1
0.98,14.5,14.7,5.5,48.8,2.9,206.0,0.1
1.07,15.8,14.8,3.1,48.3,3.5,217.0,0.1
1.01,16.5,16.4,4.3,48.2,2.2,232.0,0.1
1.01,15.8,15.6,4.4,47.6,1.6,220.0,0.1
0.93,14.3,15.4,6.5,46.7,1.7,203.0,0.1
0.97,14.8,15.3,6.4,46.4,3.8,206.0,0.1
0.89,13.7,15.3,6.0,46.0,1.6,192.0,0.1
0.92,14.4,15.7,8.5,45.2,3.4,206.0,0.1
0.98,14.6,14.9,8.6,51.0,5.5,208.0,0.1
0.93,13.8,14.8,7.2,50.9,10.1,193.0,0.1
1.01,14.4,14.3,4.0,50.7,5.8,203.0,0.2
1.13,17.4,15.5,4.7,50.6,3.5,244.0,0.1
1.06,16.8,15.8,4.9,50.6,7.3,243.0,0.1
0.99,14.7,14.8,5.7,50.2,4.8,205.0,0.2
1.15,18.0,15.7,4.5,50.2,13.1,250.0,0.1
1.0,14.7,14.7,5.6,50.0,4.9,206.0,0.1
0.96,14.5,15.1,6.4,49.8,5.2,202.0,0.1
0.95,14.4,15.2,7.5,49.5,3.3,202.0,0.1
1.04,15.3,14.7,6.5,49.3,1.9,209.0,0.1
1.08,17.3,16.0,3.8,49.3,10.7,241.0,0.1
0.95,14.6,15.3,6.6,49.0,2.9,204.0,0.1
1.0,14.7,14.6,4.8,48.7,4.3,201.0,0.2
0.98,15.0,15.3,7.1,48.5,6.4,208.0,0.1
1.08,16.2,15.0,3.0,48.5,3.0,219.0,0.1
1.0,16.4,16.4,4.2,47.4,1.7,230.0,0.1
1.02,15.9,15.7,4.3,46.6,1.2,221.0,0.1
0.93,14.4,15.5,8.7,46.4,3.3,206.0,0.1
0.91,14.0,15.4,6.0,45.5,0.8,195.0,0.1
0.96,14.2,14.8,7.6,52.2,12.4,198.0,0.1
1.12,17.3,15.4,4.6,51.2,2.8,242.0,0.1
0.99,14.8,15.0,8.5,50.5,5.2,211.0,0.1
1.06,17.0,16.0,5.0,50.3,11.0,247.0,0.1
0.97,14.6,15.0,6.1,50.2,4.4,203.0,0.1
1.01,14.8,14.7,5.6,50.1,2.8,206.0,0.1
1.01,14.6,14.4,4.0,50.0,5.9,205.0,0.2
1.14,18.0,15.7,4.6,50.0,12.2,249.0,0.1
1.04,15.5,14.8,6.5,49.8,2.4,211.0,0.1
0.96,14.7,15.2,7.6,49.6,4.2,204.0,0.1
0.98,14.6,15.0,5.4,49.3,2.8,206.0,0.1
1.06,16.3,15.3,3.1,48.6,2.4,220.0,0.1
0.95,14.7,15.4,6.6,48.5,2.6,204.0,0.1
0.99,15.2,15.3,6.9,48.4,8.1,209.0,0.1
1.01,14.8,14.7,4.8,48.4,5.5,201.0,0.2
1.07,17.2,16.1,3.9,48.1,9.1,239.0,0.1
0.93,14.4,15.6,8.6,46.5,3.3,206.0,0.1
1.0,15.8,15.7,4.4,46.3,1.1,219.0,0.1
0.98,16.1,16.4,4.1,45.8,1.2,227.0,0.1
0.89,13.9,15.6,5.8,43.6,0.6,195.0,0.1
0.98,14.6,14.9,9.3,52.0,6.2,209.0,0.1
1.02,14.8,14.5,5.9,51.2,7.7,210.0,0.1
0.94,13.9,14.9,7.1,50.7,8.0,193.0,0.1
1.13,17.8,15.7,4.6,50.7,13.1,247.0,0.1
1.05,16.6,15.8,5.1,50.4,6.6,241.0,0.1
1.11,17.3,15.6,4.9,50.3,3.9,242.0,0.1
1.01,14.4,14.3,4.0,49.9,9.4,201.0,0.2
1.08,16.5,15.2,3.1,49.8,2.5,222.0,0.1
0.95,14.6,15.4,6.9,49.5,1.5,204.0,0.1
1.04,15.4,14.8,7.3,49.2,2.2,210.0,0.1
0.98,14.9,15.2,8.0,48.8,8.9,207.0,0.1
0.96,14.5,15.1,6.4,48.7,4.4,200.0,0.1
1.01,14.7,14.6,4.9,48.7,3.6,200.0,0.2
1.07,17.2,16.0,3.8,48.7,11.5,239.0,0.1
1.04,16.2,15.6,4.4,48.4,1.0,223.0,0.1
0.99,14.6,14.8,5.7,48.4,1.5,205.0,0.1
0.94,14.2,15.1,7.6,46.7,2.8,201.0,0.1
0.98,16.1,16.4,4.3,46.4,1.2,224.0,0.1
0.9,13.6,15.1,5.9,45.2,0.5,192.0,0.1
0.92,14.3,15.5,8.7,45.2,3.6,204.0,0.1
1.0,14.3,14.3,3.8,51.3,5.0,201.0,0.2
0.97,14.4,14.9,8.7,50.6,5.9,206.0,0.1
0.94,13.9,14.9,7.1,50.4,9.8,194.0,0.1
1.06,16.7,15.8,4.8,50.0,6.3,240.0,0.1
1.0,14.8,14.8,5.6,50.0,5.9,207.0,0.1
1.13,17.6,15.5,4.7,49.9,4.4,246.0,0.1
1.14,17.9,15.7,4.5,49.9,13.4,249.0,0.1
1.01,14.7,14.6,4.8,49.9,4.8,202.0,0.2
0.95,14.5,15.3,7.5,49.9,3.9,202.0,0.1
0.96,14.7,15.4,6.7,49.9,2.4,206.0,0.1
1.08,17.2,15.9,3.7,49.7,11.3,239.0,0.1
0.96,14.5,15.1,6.6,49.1,4.9,201.0,0.1
0.99,15.0,15.2,7.3,48.6,9.9,208.0,0.1
1.01,16.5,16.3,4.1,48.4,1.5,230.0,0.1
1.02,15.1,14.9,6.6,48.3,1.9,206.0,0.1
0.96,14.3,15.0,5.7,48.0,1.1,201.0,0.1
1.02,16.0,15.6,4.4,47.2,1.2,221.0,0.1
0.95,14.7,15.5,8.9,47.2,2.9,210.0,0.1
1.06,15.8,15.0,3.0,47.1,3.1,215.0,0.1
0.88,14.0,15.8,6.2,43.1,0.5,193.0,0.1
1.06,15.6,14.7,5.4,52.8,0.5,213.0,0.2
1.02,14.6,14.3,3.8,51.4,4.7,205.0,0.2
0.94,14.3,15.2,7.4,50.8,2.5,200.0,0.1
0.93,13.8,14.8,7.1,50.8,12.3,191.0,0.1
1.0,14.8,14.8,5.6,50.6,11.4,206.0,0.1
1.15,18.2,15.7,4.3,50.6,13.7,252.0,0.1
0.97,14.6,15.1,6.3,50.5,3.7,205.0,0.1
1.05,16.6,15.9,4.7,50.4,7.1,240.0,0.1
1.11,17.2,15.5,4.3,50.2,2.5,240.0,0.1
1.1,17.6,16.0,3.9,50.1,12.2,246.0,0.1
0.99,15.4,15.5,5.8,50.0,4.7,213.0,0.1
0.98,14.5,14.8,5.3,49.9,8.7,203.0,0.1
1.09,16.2,14.8,2.9,49.1,3.3,220.0,0.1
1.01,16.6,16.4,4.1,48.3,1.5,232.0,0.1
1.0,14.7,14.7,4.3,47.5,2.1,200.0,0.1
0.93,14.6,15.7,6.2,47.4,1.0,204.0,0.1
0.95,14.4,15.1,7.2,46.9,2.3,204.0,0.1
0.92,14.3,15.5,5.9,46.7,0.7,198.0,0.1
0.93,14.5,15.6,8.8,46.3,3.8,208.0,0.1
0.98,15.5,15.9,4.0,43.2,1.3,216.0,0.1
0.99,14.6,14.7,8.4,51.8,9.0,207.0,0.1
1.02,14.5,14.2,4.2,51.6,6.0,204.0,0.2
1.07,16.7,15.5,4.9,51.3,7.0,242.0,0.1
1.12,17.2,15.3,4.6,50.9,3.0,241.0,0.1
1.18,18.1,15.4,4.5,50.2,13.0,252.0,0.1
0.92,13.6,14.8,6.9,50.0,8.4,190.0,0.1
0.96,14.4,15.0,6.3,49.9,4.9,201.0,0.1
0.95,14.3,15.0,7.1,49.5,3.0,200.0,0.1
0.98,14.3,14.7,5.7,49.4,5.0,201.0,0.2
1.1,17.3,15.8,3.8,49.3,9.8,241.0,0.1
0.95,14.5,15.2,6.6,49.0,8.4,203.0,0.1
0.99,14.5,14.6,4.9,48.4,4.6,200.0,0.1
1.08,16.3,15.1,3.1,48.3,3.3,221.0,0.1
1.02,16.7,16.3,4.3,47.9,3.1,235.0,0.1
1.03,15.0,14.6,6.3,47.4,1.2,207.0,0.1
0.96,14.3,14.9,5.5,47.0,1.8,205.0,0.1
0.93,14.3,15.4,8.7,46.7,3.0,204.0,0.1
0.96,14.6,15.2,6.6,46.5,3.2,203.0,0.1
1.02,15.9,15.5,4.3,45.9,1.2,220.0,0.1
0.91,13.9,15.2,5.8,44.0,0.9,194.0,0.1
0.97,14.5,14.9,8.3,51.4,4.3,207.0,0.1
1.06,16.8,15.8,5.0,51.2,5.8,243.0,0.1
1.14,17.6,15.4,4.9,51.1,4.6,248.0,0.1
0.92,13.6,14.8,7.2,50.8,9.8,190.0,0.1
1.0,14.7,14.7,6.0,50.8,7.2,205.0,0.1
1.0,14.3,14.3,4.1,50.6,3.7,201.0,0.2
0.96,14.5,15.0,6.5,50.3,8.8,203.0,0.1
0.95,14.5,15.2,7.6,50.2,3.4,203.0,0.1
1.0,14.6,14.7,5.6,49.8,2.8,207.0,0.1
1.06,15.3,14.4,6.4,49.8,3.4,208.0,0.2
1.16,18.2,15.6,4.6,49.7,13.3,253.0,0.1
1.09,17.3,15.9,3.9,49.5,10.1,241.0,0.1
0.95,14.7,15.5,6.7,49.1,1.6,205.0,0.1
1.0,14.6,14.5,4.8,48.8,5.5,200.0,0.1
1.03,16.1,15.6,4.5,48.5,1.5,225.0,0.1
1.08,16.0,14.8,3.0,48.3,3.7,218.0,0.1
0.97,15.0,15.5,6.6,47.8,3.2,207.0,0.1
0.93,14.1,15.3,6.1,47.1,1.7,195.0,0.1
0.98,16.2,16.5,4.3,47.0,2.1,229.0,0.1
0.93,14.4,15.6,8.6,46.9,3.4,207.0,0.1
1.11,17.2,15.5,4.7,51.0,3.5,241.0,0.1
0.97,14.5,15.0,8.8,50.9,5.5,205.0,0.1
0.93,13.8,14.9,7.2,50.8,9.7,192.0,0.1
1.01,14.4,14.3,3.9,50.6,5.8,201.0,0.2
1.04,15.2,14.7,6.7,50.2,2.0,208.0,0.1
1.13,17.8,15.7,4.5,50.1,12.5,246.0,0.1
0.99,14.6,14.8,5.6,49.9,5.1,204.0,0.1
1.04,16.6,15.9,4.9,49.8,7.3,240.0,0.1
0.99,14.6,14.8,5.7,49.6,4.8,203.0,0.2
0.95,14.4,15.2,6.4,49.5,5.3,200.0,0.1
0.94,14.3,15.2,7.5,49.3,3.3,200.0,0.1
1.07,17.2,16.0,3.8,49.2,11.1,238.0,0.1
0.94,14.4,15.4,6.7,48.5,3.0,201.0,0.1
0.99,14.5,14.7,4.8,48.5,4.7,198.0,0.1
0.98,14.9,15.3,7.2,48.5,6.4,206.0,0.1
1.0,16.4,16.4,4.3,48.3,1.6,229.0,0.1
1.06,16.0,15.1,3.0,48.0,3.0,217.0,0.1
1.0,15.6,15.7,4.3,46.4,1.2,217.0,0.1
0.91,14.3,15.6,8.9,46.2,3.4,204.0,0.1
0.9,13.9,15.4,6.0,44.5,0.8,193.0,0.1
1.01,14.6,14.4,3.9,51.3,5.8,203.0,0.2
1.05,15.6,14.8,6.6,51.2,2.5,212.0,0.1
0.96,14.6,15.2,8.8,51.2,5.3,206.0,0.1
0.95,14.1,14.9,7.6,50.6,12.2,196.0,0.1
1.02,16.0,15.6,4.3,50.6,1.1,220.0,0.1
0.99,15.1,15.3,7.1,50.4,8.4,207.0,0.1
1.13,17.8,15.7,4.6,50.4,11.5,246.0,0.1
1.1,17.2,15.6,4.8,49.6,2.8,241.0,0.1
1.05,16.9,16.1,5.0,49.0,11.1,243.0,0.1
0.94,14.3,15.2,7.6,48.9,4.3,199.0,0.1
1.06,17.2,16.2,3.8,48.8,9.3,237.0,0.1
1.05,16.2,15.4,3.1,48.6,2.3,218.0,0.1
0.93,14.5,15.6,6.9,48.4,2.6,202.0,0.1
1.0,14.8,14.8,5.5,48.3,2.7,204.0,0.2
0.95,14.5,15.3,6.2,47.9,4.5,200.0,0.1
1.0,14.7,14.7,4.8,47.7,6.0,200.0,0.2
0.97,14.5,15.0,5.3,47.7,2.8,203.0,0.1
0.97,16.0,16.5,4.3,47.5,1.1,224.0,0.1
0.9,14.2,15.6,8.7,45.6,3.3,202.0,0.1
0.88,13.7,15.6,6.0,43.8,0.5,189.0,0.1
1.01,14.7,14.6,6.0,51.1,8.2,206.0,0.2
1.1,17.1,15.6,4.9,51.1,3.8,240.0,0.1
0.97,14.5,15.0,9.7,50.9,6.2,206.0,0.1
1.11,17.5,15.7,4.6,50.4,12.4,243.0,0.1
0.94,13.9,14.8,7.1,50.3,7.6,193.0,0.1
1.03,16.4,15.9,5.1,50.2,6.4,238.0,0.1
1.01,14.4,14.3,3.9,50.2,9.4,200.0,0.2
0.95,14.4,15.2,6.6,50.0,4.4,198.0,0.1
1.02,15.1,14.8,7.5,49.9,2.3,207.0,0.1
0.94,14.3,15.2,7.7,49.4,2.8,200.0,0.1
1.07,17.1,16.1,3.7,49.4,12.2,236.0,0.1
0.98,14.3,14.6,5.7,49.3,1.2,200.0,0.2
0.98,14.4,14.6,5.0,48.8,3.8,195.0,0.2
0.99,16.1,16.3,4.1,48.5,1.0,225.0,0.1
0.98,14.9,15.2,8.1,47.9,9.3,206.0,0.1
0.95,14.6,15.4,6.9,47.3,1.4,204.0,0.1
1.06,16.1,15.2,2.9,45.5,2.5,219.0,0.1
0.91,14.3,15.6,8.8,44.8,3.7,203.0,0.1
0.98,15.5,15.8,4.3,44.7,1.0,215.0,0.1
0.9,14.0,15.5,6.4,44.5,0.4,195.0,0.1
0.96,14.4,14.9,8.8,51.0,5.8,205.0,0.1
1.1,17.2,15.7,4.7,50.9,4.4,240.0,0.1
1.06,16.7,15.7,4.8,50.4,6.2,241.0,0.1
0.95,14.5,15.1,6.7,50.3,5.0,201.0,0.1
0.92,13.8,14.9,7.0,50.3,9.4,191.0,0.1
0.99,14.6,14.8,5.6,50.1,6.1,205.0,0.1
1.03,15.1,14.6,6.7,50.1,1.9,206.0,0.1
0.98,14.2,14.4,3.8,49.7,5.1,198.0,0.2
1.12,17.6,15.8,4.5,49.2,12.7,245.0,0.1
0.95,14.4,15.3,7.4,49.2,4.0,202.0,0.1
1.02,15.9,15.5,4.2,49.2,1.1,221.0,0.1
0.95,14.7,15.5,6.8,49.2,2.5,204.0,0.1
1.08,17.2,16.0,3.7,48.8,11.8,238.0,0.1
0.99,14.5,14.7,4.7,48.6,5.2,198.0,0.1
0.97,14.8,15.2,7.4,48.6,10.3,204.0,0.1
1.06,15.9,15.0,3.0,48.0,3.0,215.0,0.1
0.97,15.9,16.5,4.1,47.6,1.3,224.0,0.1
0.91,14.3,15.7,9.1,47.0,2.8,204.0,0.1
0.96,14.4,14.9,5.5,46.3,0.9,200.0,0.1
0.92,14.1,15.4,5.8,43.4,0.4,196.0,0.1
1.01,14.5,14.3,3.8,51.9,4.7,202.0,0.2
0.93,13.8,14.9,7.1,50.8,12.2,190.0,0.1
1.14,18.0,15.8,4.3,50.3,13.4,249.0,0.1
1.0,14.9,14.8,5.6,50.2,12.1,205.0,0.2
0.94,14.3,15.2,7.2,50.0,2.1,201.0,0.1
1.08,16.9,15.6,4.3,50.0,2.3,233.0,0.1
0.98,14.4,14.8,5.3,49.9,9.5,201.0,0.2
1.08,17.4,16.2,3.8,49.7,12.5,243.0,0.1
1.03,16.5,16.1,4.7,49.0,7.0,237.0,0.1
0.97,15.2,15.6,5.9,48.6,4.2,209.0,0.1
0.94,14.4,15.3,6.2,48.3,3.7,200.0,0.1
